3943,The World's Fastest Indian,The life story of New Zealander Burt Munro who spent years building a 1920 Indian motorcycle—a bike which helped him set the land-speed world record at Utah's Bonneville Salt Flats in 1967.
3944,Winnie the Pooh,During an ordinary day in Hundred Acre Wood Winnie the Pooh sets out to find some honey. Misinterpreting a note from Christopher Robin Owl convinces Pooh Tigger Rabbit Piglet Kanga Roo and Eeyore that their young friend has been captured by a creature named "Backson" and they set out to rescue him.
3945,Mob Land,A sheriff tries to keep the peace when a desperate family man violently robs a pill mill with his brother-in-law alerting an enforcer for the New Orleans mafia.
3946,Yaksha Ruthless Operations,Nicknamed after a human-devouring spirit the ruthless leader of an overseas black ops team takes up a dangerous mission in a city riddled with spies.
3947,The Monkey King,Sun Wukong is a monkey born from a heavenly stone who acquires supernatural powers. After rebelling against heaven and being imprisoned under a mountain for 500 years he later accompanies the monk Xuanzang on a journey to India. Thus according to legend Buddhism is brought to ancient China.
3948,All the Money in the World,The story of the kidnapping of 16-year-old John Paul Getty III and the desperate attempt by his devoted mother to convince his billionaire grandfather Jean Paul Getty to pay the ransom.
3949,Triple 9,A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.
3950,Smokin' Aces,When a Las Vegas performer-turned-snitch named Buddy Israel decides to turn state's evidence and testify against the mob it seems that a whole lot of people would like to make sure he's no longer breathing.
3951,Universal Soldier Regeneration,When terrorists threaten nuclear catastrophe at Chernobyl the world's only hope is to reactivate decommissioned Universal Soldier Luc Deveraux. Rearmed and reprogrammed Deveraux must take on his nemesis from the original Universal Soldier and a next-generation "UniSol" that seems almost unstoppable.
3952,Spread,A gigolo must contend with the prospect that he has found true love.
3953,Master Z Ip Man Legacy,Following his defeat by Master Ip Cheung Tin Chi tries to make a life with his young son in Hong Kong waiting tables at a bar that caters to expats. But it's not long before the mix of foreigners money and triad leaders draw him once again to the fight.
3954,Leprechaun 3,It was a normal night in Las Vegas Nevada all the lights were flashing brightly until a man with one hand one eye and one leg walks into a pawn shop with a statue of a hideous looking Leprechaun. The owner claims it's a good luck charm. The statue also wore a medallion around it's neck. The careless pawn shop owner took off the medallion setting the Leprechaun free...
3955,Black Knight,Martin Lawrence plays Jamal an employee in Medieval World amusement park. After nearly drowning in the moat he awakens to find himself in 14th century England.
3956,Losers,Samuel Ordoñez Ybarra author of the self-help book "SOY" ruined the lives of more than a million people with his philosophy "make the impossible possible". “Losers” is the story of four of them.
3957,Bosomy Mom 2,Min-soo and Jae-hyeok is in a good father-and-son relationship. But one day Min-soo brings Jae-hyeok's young stepmother Da-hee. Jae-hyeok leaves home to wander around ran into Da-hee's friend Na-yeon and had a little talk. Na-yeon calls Da-hee... Da-hee goes home with Jae-hyeok and Min-soo doesn't care much. Jae-hyeok tells Da-hee how he feels. Meanwhile Min-soo who disapproves Da-hee and Jae-hyeok's relationship calls Na-yeon to kill some time. And Na-yeon who is worried about Da-hee and Min-soo crafts a new plan...
3958,Sympathy for Mr. Vengeance,A deaf man and his girlfriend resort to desperate measures in order to fund a kidney transplant for his sister. Things go horribly wrong and the situation spirals rapidly into a cycle of violence and revenge.
3959,3391 Kilometers,Would you fall in love with a person whose voice you haven't heard for months whose face you haven't touched you can't smell you don't even have the chance to pass by the same street you can't even be in the same photo who is miles away from you even by seas islands and cities?
3960,3391 Kilometers,Would you fall in love with a person whose voice you haven't heard for months whose face you haven't touched you can't smell you don't even have the chance to pass by the same street you can't even be in the same photo who is miles away from you even by seas islands and cities?
3961,Inuyasha the Movie Affections Touching Across Time,InuYasha is a half-demon who was trapped in the Legendary Tree and was set free by Kagome a girl who traveled 500 years through time. This time both of them will have to face Menomaru a Chinese demon whose father known as Hyoga came 300 years ago to invade Japan but was stopped by InuYasha's Father. InuYasha and Kagome along with Sango Miroku Shippou Kaede and Myoga will try to stop Menomaru in his becoming the most powerful demon ever.
3962,Spy Kids All the Time in the World,Eight years after the third film the OSS has become the world's top spy agency while the Spy Kids department has since become defunct. A retired spy Marissa is thrown back into the action along with her stepchildren when a maniacal Timekeeper attempts to take over the world. In order to save the world Rebecca and Cecil must team up with their hated stepmother. Carmen and Juni have since also grown up and will provide gadgets to them.
